"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006302","double-strand break repair","19/212","320/18842",0.059375,5.27709316037736,8.23177017725705,4.05455605635034e-09,3.31122077935277e-07,3.31122077935277e-07,"TRIP13/RAD51AP1/DEK/H2AX/PSMD14/HELLS/MCM4/SKP2/ACTL6A/MCM2/MCM6/MCM7/TOPBP1/MCM5/FOXM1/CDC7/PRKDC/HMGB2/UBE2V2",19
"GO:0044843","cell cycle G1/S phase transition","17/212","265/18842",0.0641509433962264,5.70156639373442,8.22225984770238,8.76860104556691e-09,7.06292796547034e-07,7.06292796547034e-07,"RRM1/CCNA2/CDKN3/SKP2/ACTL6A/FHL1/CCNB2/CDK1/EIF4EBP1/DBF4/EZH2/RRM2/CDC7/CCNB1/PRKDC/CDC6/CCNE2",17
"GO:0000082","G1/S transition of mitotic cell cycle","16/212","235/18842",0.0680851063829787,6.05122440786833,8.31200686456337,1.0516082082354e-08,8.35602197895154e-07,8.35602197895154e-07,"RRM1/CCNA2/CDKN3/SKP2/ACTL6A/FHL1/CCNB2/CDK1/EIF4EBP1/DBF4/RRM2/CDC7/CCNB1/PRKDC/CDC6/CCNE2",16
"GO:0000076","DNA replication checkpoint signaling","7/212","26/18842",0.269230769230769,23.9285195936139,12.4799404916957,1.13420001413211e-08,8.89212811079574e-07,8.89212811079574e-07,"RFC5/DONSON/DBF4/TOPBP1/RFC4/CDC7/CDC6",7
"GO:1902969","mitotic DNA replication","6/212","16/18842",0.375,33.3290094339623,13.8002463753461,1.37800270781661e-08,1.06613893710022e-06,1.06613893710022e-06,"PCNA/GINS1/GMNN/MCM4/MCM2/MCM6",6
"GO:0051984","positive regulation of chromosome segregation","7/212","28/18842",0.25,22.2193396226415,11.9862625819523,2.00294085891036e-08,1.529518474077e-06,1.529518474077e-06,"NCAPG2/BIRC5/CDK1/CCNB1/NCAPG/CDC6/SMC2",7
"GO:0051225","spindle assembly","12/212","127/18842",0.094488188976378,8.39786064477789,8.92332207859081,2.08480805619339e-08,1.57162453466886e-06,1.57162453466886e-06,"NDC80/GPSM2/TPX2/KIF2A/BIRC5/KIF11/NEK2/PRC1/KIF4A/RACGAP1/SAC3D1/SMC3",12
"GO:2001251","negative regulation of chromosome organization","11/212","105/18842",0.104761904761905,9.31096136567835,9.10981090722414,2.78918735707598e-08,2.07600274172237e-06,2.07600274172237e-06,"TRIP13/NDC80/TTK/ZWINT/CENPF/BUB1B/BIRC5/MAD2L1/CCNB1/BUB1/CDC20",11
"GO:1905820","positive regulation of chromosome separation","7/212","31/18842",0.225806451612903,20.0690809494827,11.3349118065617,4.32264690687554e-08,3.17714547655352e-06,3.17714547655352e-06,"DLGAP5/NCAPG2/BIRC5/UBE2C/CDC20/NCAPG/SMC2",7
"GO:0140694","membraneless organelle assembly","20/212","427/18842",0.0468384074941452,4.16287393398436,7.0521807653526,8.28858053885782e-08,6.01689550228197e-06,6.01689550228197e-06,"NDC80/GPSM2/DLGAP5/CENPA/MYH11/TPX2/CENPF/KIF2A/BIRC5/KIF11/NEK2/AKAP13/PRC1/CAPN3/KIF4A/RACGAP1/SAC3D1/SMC3/PRKDC/OIP5",20
"GO:0031570","DNA integrity checkpoint signaling","11/212","122/18842",0.0901639344262295,8.01353232291989,8.29043414390825,1.32973097434555e-07,9.53514405994125e-06,9.53514405994125e-06,"DTL/H2AX/RFC5/DONSON/CDK1/DBF4/TOPBP1/RFC4/CDC7/PRKDC/CDC6",11
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore","6/212","23/18842",0.260869565217391,23.1853978671042,11.3565481432503,1.62646346691401e-07,1.15224158860896e-05,1.15224158860896e-05,"BIRC5/NEK2/CDK1/RACGAP1/CCNB1/ECT2",6
"GO:0008608","attachment of spindle microtubules to kinetochore","8/212","55/18842",0.145454545454545,12.927615780446,9.44973752547444,1.74034616503079e-07,1.21824231552155e-05,1.21824231552155e-05,"NDC80/KIF2C/BIRC5/NEK2/CDK1/RACGAP1/CCNB1/ECT2",8
"GO:0033314","mitotic DNA replication checkpoint signaling","5/212","13/18842",0.384615384615385,34.1835994194485,12.7671810858452,2.05723055987687e-07,1.40657159210186e-05,1.40657159210186e-05,"DONSON/DBF4/TOPBP1/CDC7/CDC6",5
"GO:0051231","spindle elongation","5/212","13/18842",0.384615384615385,34.1835994194485,12.7671810858452,2.05723055987687e-07,1.40657159210186e-05,1.40657159210186e-05,"BIRC5/KIF11/PRC1/KIF4A/RACGAP1",5
"GO:0006271","DNA strand elongation involved in DNA replication","5/212","15/18842",0.333333333333333,29.625786163522,11.831122981749,4.71285476822739e-07,3.18523977438817e-05,3.18523977438817e-05,"PCNA/GINS1/MCM4/MCM7/RFC4",5
"GO:0030261","chromosome condensation","7/212","45/18842",0.155555555555556,13.8253668763103,9.18851357223653,6.52738828974492e-07,4.36148217542047e-05,4.36148217542047e-05,"NCAPG2/TOP2A/CDK1/NUSAP1/CCNB1/NCAPG/SMC2",7
"GO:0051321","meiotic cell cycle","15/212","281/18842",0.0533807829181495,4.74434297992345,6.74592604002859,7.23589187613559e-07,4.78056676760419e-05,4.78056676760419e-05,"TRIP13/NDC80/RAD51AP1/AURKA/TTK/H2AX/TOP2A/ZWINT/NEK2/MSH6/ASPM/SMC3/TUBG1/CDC20/PTTG1",15
"GO:0044774","mitotic DNA integrity checkpoint signaling","8/212","71/18842",0.112676056338028,10.0143502524581,8.11770707503059,1.30351637051939e-06,8.51630695405999e-05,8.51630695405999e-05,"DTL/DONSON/CDK1/DBF4/TOPBP1/CDC7/PRKDC/CDC6",8
"GO:0000724","double-strand break repair via homologous recombination","12/212","186/18842",0.0645161290322581,5.73402312842362,6.92135394398888,1.35257729071628e-06,8.73973018616673e-05,8.73973018616673e-05,"RAD51AP1/PSMD14/HELLS/MCM4/SKP2/ACTL6A/MCM2/MCM6/MCM7/TOPBP1/MCM5/CDC7",12
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","8/212","72/18842",0.111111111111111,9.87526205450734,8.04875623954372,1.4524087164424e-06,9.28278614421881e-05,9.28278614421881e-05,"DTL/DONSON/FHL1/CDK1/DBF4/TOPBP1/CDC7/CDC6",8
"GO:0071897","DNA biosynthetic process","11/212","157/18842",0.0700636942675159,6.22707607258743,7.01577372517868,1.68180593416562e-06,0.000106333536482729,0.000106333536482729,"DTL/PCNA/RRM1/TYMS/RFC5/CCNA2/CENPF/CCT6A/RFC4/USP1/PCLAF",11
"GO:0090307","mitotic spindle assembly","8/212","74/18842",0.108108108108108,9.60836308006119,7.91481770306515,1.79401851588492e-06,0.000111040303930561,0.000111040303930561,"TPX2/KIF2A/BIRC5/KIF11/PRC1/KIF4A/RACGAP1/SMC3",8
"GO:1902750","negative regulation of cell cycle G2/M phase transition","8/212","74/18842",0.108108108108108,9.60836308006119,7.91481770306515,1.79401851588492e-06,0.000111040303930561,0.000111040303930561,"DTL/DONSON/FHL1/CDK1/DBF4/TOPBP1/CDC7/CDC6",8
"GO:0000725","recombinational repair","12/212","192/18842",0.0625,5.55483490566038,6.76701772833913,1.88820440476507e-06,0.000115652519791861,0.000115652519791861,"RAD51AP1/PSMD14/HELLS/MCM4/SKP2/ACTL6A/MCM2/MCM6/MCM7/TOPBP1/MCM5/CDC7",12
"GO:0044818","mitotic G2/M transition checkpoint","7/212","53/18842",0.132075471698113,11.7385190459238,8.35110551820082,2.05452087379007e-06,0.000124542090081295,0.000124542090081295,"DTL/DONSON/CDK1/DBF4/TOPBP1/CDC7/CDC6",7
"GO:0010639","negative regulation of organelle organization","16/212","348/18842",0.0459770114942529,4.08631533289959,6.19909039914378,2.18926650853503e-06,0.000131355990512102,0.000131355990512102,"TRIP13/GMFB/NDC80/TTK/TPX2/ZWINT/CENPF/BUB1B/BIRC5/MAD2L1/PAK2/CCNB1/BUB1/PPIF/CDC20/CLU",16
"GO:1904666","regulation of ubiquitin protein ligase activity","4/212","10/18842",0.4,35.5509433962264,11.6580299073207,3.10265158469717e-06,0.000184278700182014,0.000184278700182014,"UBE2S/MAD2L1/UBE2C/CDC20",4
"GO:0006301","DNA damage tolerance","6/212","37/18842",0.162162162162162,14.4125446200918,8.71141795436276,3.2845717099242e-06,0.000191220610439151,0.000191220610439151,"DTL/PCNA/MSH2/USP1/PCLAF/UBE2V2",6
"GO:0022616","DNA strand elongation","6/212","37/18842",0.162162162162162,14.4125446200918,8.71141795436276,3.2845717099242e-06,0.000191220610439151,0.000191220610439151,"PCNA/GINS1/MCM4/ACTL6A/MCM7/RFC4",6
"GO:0048251","elastic fiber assembly","4/212","11/18842",0.363636363636364,32.3190394511149,11.0836183386638,4.83261324892122e-06,0.0002758812223656,0.0002758812223656,"MYH11/MFAP4/TNXB/FBLN5",4
"GO:0051256","mitotic spindle midzone assembly","4/212","11/18842",0.363636363636364,32.3190394511149,11.0836183386638,4.83261324892122e-06,0.0002758812223656,0.0002758812223656,"BIRC5/PRC1/KIF4A/RACGAP1",4
"GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","5/212","23/18842",0.217391304347826,19.3211648892535,9.37847463235026,4.90720475625248e-06,0.000277445807372736,0.000277445807372736,"DTL/RRM1/CDK1/CDC7/CCNB1",5
"GO:0000022","mitotic spindle elongation","4/212","12/18842",0.333333333333333,29.625786163522,10.5812350917847,7.18503635975764e-06,0.000402362036146428,0.000402362036146428,"BIRC5/PRC1/KIF4A/RACGAP1",4
"GO:0044773","mitotic DNA damage checkpoint signaling","7/212","66/18842",0.106060606060606,9.42638650657519,7.31518448051412,9.17276035570517e-06,0.000508828593316476,0.000508828593316476,"DTL/DONSON/CDK1/DBF4/TOPBP1/CDC7/PRKDC",7
"GO:1902751","positive regulation of cell cycle G2/M phase transition","5/212","26/18842",0.192307692307692,17.0917997097242,8.75872957962704,9.33299241215128e-06,0.000512878461527565,0.000512878461527565,"DTL/RRM1/CDK1/CDC7/CCNB1",5
"GO:0051255","spindle midzone assembly","4/212","13/18842",0.307692307692308,27.3468795355588,10.1367961270737,1.02869533836554e-05,0.000560067461999017,0.000560067461999017,"BIRC5/PRC1/KIF4A/RACGAP1",4
"GO:1903046","meiotic cell cycle process","11/212","192/18842",0.0572916666666667,5.09193199685535,6.07929308951839,1.16779330126239e-05,0.000629965560680996,0.000629965560680996,"TRIP13/NDC80/RAD51AP1/AURKA/TTK/TOP2A/ZWINT/MSH6/TUBG1/CDC20/PTTG1",11
"GO:0000910","cytokinesis","11/212","195/18842",0.0564102564102564,5.01359458151911,6.00979696132997,1.35107722752224e-05,0.000720052494450949,0.000720052494450949,"AURKA/CENPA/BIRC5/PRC1/CEP55/NUSAP1/KIF20A/KIF4A/RACGAP1/CDC6/ECT2",11
"GO:0007080","mitotic metaphase chromosome alignment","7/212","70/18842",0.1,8.8877358490566,7.05276775955482,1.359282770137e-05,0.000720052494450949,0.000720052494450949,"NDC80/TTK/CENPA/KIF2C/BIRC5/CDK1/CCNB1",7
"GO:0051338","regulation of transferase activity","13/212","281/18842",0.0462633451957295,4.11176391593366,5.60625170917098,1.88087422225256e-05,0.000987458966682593,0.000987458966682593,"UBE2S/TPX2/RFC5/CDKN3/MAD2L1/EZH2/UBE2C/RFC4/PDCD10/CDC20/CDC6/CCNE2/ECT2",13
"GO:0044771","meiotic cell cycle phase transition","4/212","15/18842",0.266666666666667,23.7006289308176,9.38223778761392,1.92943954032674e-05,0.00100399154841781,0.00100399154841781,"NDC80/TTK/ZWINT/CDC20",4
"GO:0010638","positive regulation of organelle organization","17/212","466/18842",0.036480686695279,3.24230706939833,5.2284869838517,2.22693138178658e-05,0.00114862776534255,0.00114862776534255,"DNM1L/SSBP1/RAD51AP1/AURKA/GPSM2/DLGAP5/RALA/ACTL6A/NEK2/CDK1/CCT6A/NUSAP1/UBE2C/BUB1/CDC20/NCAPG/SMC2",17
"GO:0000281","mitotic cytokinesis","8/212","104/18842",0.0769230769230769,6.83671988388969,6.36703711200063,2.29811587310483e-05,0.00117503663772664,0.00117503663772664,"CENPA/BIRC5/CEP55/NUSAP1/KIF20A/KIF4A/RACGAP1/ECT2",8
"GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","6/212","52/18842",0.115384615384615,10.2550798258345,7.12905439643532,2.49952722777446e-05,0.00124552712706049,0.00124552712706049,"HSPD1/MSH6/MSH2/PRKDC/HMGB2/SMC2",6
"GO:0016444","somatic cell DNA recombination","6/212","52/18842",0.115384615384615,10.2550798258345,7.12905439643532,2.49952722777446e-05,0.00124552712706049,0.00124552712706049,"HSPD1/MSH6/MSH2/PRKDC/HMGB2/SMC2",6
"GO:0051785","positive regulation of nuclear division","6/212","52/18842",0.115384615384615,10.2550798258345,7.12905439643532,2.49952722777446e-05,0.00124552712706049,0.00124552712706049,"RAD51AP1/AURKA/DLGAP5/NUSAP1/UBE2C/CDC20",6
"GO:0090231","regulation of spindle checkpoint","5/212","33/18842",0.151515151515152,13.4662664379646,7.6458187623676,3.15845555610199e-05,0.00156064862772098,0.00156064862772098,"NDC80/ZWINT/BIRC5/MAD2L1/CCNB1",5
"GO:0000077","DNA damage checkpoint signaling","8/212","109/18842",0.073394495412844,6.52310888004154,6.16888486896306,3.23083056424906e-05,0.00158310697648204,0.00158310697648204,"DTL/H2AX/DONSON/CDK1/DBF4/TOPBP1/CDC7/PRKDC",8
"GO:0051445","regulation of meiotic cell cycle","6/212","57/18842",0.105263157894737,9.35551142005958,6.7393551449418,4.25190943826359e-05,0.00206621714851156,0.00206621714851156,"TRIP13/RAD51AP1/TTK/ZWINT/ASPM/CDC20",6
"GO:0042770","signal transduction in response to DNA damage","10/212","185/18842",0.0540540540540541,4.8041815400306,5.54676376805598,4.80778386571812e-05,0.00231719419101824,0.00231719419101824,"DTL/EEF1E1/H2AX/DONSON/CDK1/DBF4/TOPBP1/FOXM1/CDC7/PRKDC",10
"GO:0002200","somatic diversification of immune receptors","6/212","59/18842",0.101694915254237,9.03837543971858,6.59667807900576,5.1816995124097e-05,0.00247710513276171,0.00247710513276171,"HSPD1/MSH6/MSH2/PRKDC/HMGB2/SMC2",6
"GO:0007076","mitotic chromosome condensation","4/212","19/18842",0.210526315789474,18.7110228401192,8.2392845209756,5.28851165655017e-05,0.0024877158832412,0.0024877158832412,"NCAPG2/NUSAP1/NCAPG/SMC2",4
"GO:0051438","regulation of ubiquitin-protein transferase activity","4/212","19/18842",0.210526315789474,18.7110228401192,8.2392845209756,5.28851165655017e-05,0.0024877158832412,0.0024877158832412,"UBE2S/MAD2L1/UBE2C/CDC20",4
"GO:0046112","nucleobase biosynthetic process","4/212","21/18842",0.19047619047619,16.9290206648697,7.79095782717975,8.02319381260438e-05,0.00374415711254871,0.00374415711254871,"HPRT1/PPAT/TYMS/PAICS",4
"GO:0045740","positive regulation of DNA replication","5/212","40/18842",0.125,11.1096698113208,6.82776273193895,8.21433479424015e-05,0.00380317232993166,0.00380317232993166,"PCNA/SSBP1/CDK1/DBF4/CDC7",5
"GO:0061982","meiosis I cell cycle process","8/212","125/18842",0.064,5.68815094339623,5.6098590588462,8.58049056430671e-05,0.0039416628529784,0.0039416628529784,"TRIP13/NDC80/RAD51AP1/TOP2A/ZWINT/MSH6/CDC20/PTTG1",8
"GO:1901970","positive regulation of mitotic sister chromatid separation","4/212","22/18842",0.181818181818182,16.1595197255575,7.58927781716437,9.71999734840439e-05,0.0044305104192727,0.0044305104192727,"DLGAP5/BIRC5/UBE2C/CDC20",4
"GO:0050657","nucleic acid transport","9/212","164/18842",0.0548780487804878,4.87741601472618,5.3200120502914,0.000102465810517282,0.00459922874688259,0.00459922874688259,"SSB/XPOT/NDC1/NUP107/AGFG1/LRPPRC/NUP37/IGF2BP3/NUP155",9
"GO:0050658","RNA transport","9/212","164/18842",0.0548780487804878,4.87741601472618,5.3200120502914,0.000102465810517282,0.00459922874688259,0.00459922874688259,"SSB/XPOT/NDC1/NUP107/AGFG1/LRPPRC/NUP37/IGF2BP3/NUP155",9
"GO:0009124","nucleoside monophosphate biosynthetic process","5/212","42/18842",0.119047619047619,10.5806379155436,6.63061215454014,0.00010427389844088,0.00464492820327556,0.00464492820327556,"HPRT1/PPAT/TYMS/PAICS/UCK2",5
"GO:0032465","regulation of cytokinesis","7/212","97/18842",0.0721649484536082,6.41382999416456,5.70244672301642,0.000112756738772112,0.00491959269797773,0.00491959269797773,"AURKA/BIRC5/PRC1/KIF20A/RACGAP1/CDC6/ECT2",7
"GO:0006997","nucleus organization","8/212","130/18842",0.0615384615384615,5.46937590711176,5.45471335148253,0.000112949832351529,0.00491959269797773,0.00491959269797773,"CDK1/NDC1/ACTR6/NUP107/VRK1/LMNB1/AGFG1/NUP155",8
"GO:0061640","cytoskeleton-dependent cytokinesis","8/212","130/18842",0.0615384615384615,5.46937590711176,5.45471335148253,0.000112949832351529,0.00491959269797773,0.00491959269797773,"CENPA/BIRC5/CEP55/NUSAP1/KIF20A/KIF4A/RACGAP1/ECT2",8
"GO:0045840","positive regulation of mitotic nuclear division","5/212","43/18842",0.116279069767442,10.3345765686705,6.53694685348287,0.000116922758016264,0.00502271229548128,0.00502271229548128,"AURKA/DLGAP5/NUSAP1/UBE2C/CDC20",5
"GO:0051236","establishment of RNA localization","9/212","167/18842",0.0538922155688623,4.78979776296464,5.24756036573832,0.000117661473043011,0.00502271229548128,0.00502271229548128,"SSB/XPOT/NDC1/NUP107/AGFG1/LRPPRC/NUP37/IGF2BP3/NUP155",9
"GO:0006403","RNA localization","10/212","206/18842",0.0485436893203883,4.31443487818282,5.10246726937495,0.000117879982444969,0.00502271229548128,0.00502271229548128,"SSB/XPOT/CCT6A/NDC1/NUP107/AGFG1/LRPPRC/NUP37/IGF2BP3/NUP155",10
"GO:2001252","positive regulation of chromosome organization","7/212","98/18842",0.0714285714285714,6.34838274932615,5.66262572006805,0.000120286274637409,0.0050883690278271,0.0050883690278271,"ACTL6A/NEK2/CDK1/CCT6A/BUB1/NCAPG/SMC2",7
"GO:2000573","positive regulation of DNA biosynthetic process","5/212","44/18842",0.113636363636364,10.0996998284734,6.44630811810412,0.000130715372026964,0.00549004562513247,0.00549004562513247,"RFC5/CCNA2/CCT6A/RFC4/USP1",5
"GO:0085029","extracellular matrix assembly","5/212","45/18842",0.111111111111111,9.87526205450734,6.35852889289493,0.00014572017763289,0.00607684145022264,0.00607684145022264,"MYH11/MFAP4/TNXB/FBLN5/ELN",5
"GO:0006913","nucleocytoplasmic transport","12/212","299/18842",0.040133779264214,3.5669842872468,4.77289942678247,0.000152803658305353,0.00628311546038793,0.00628311546038793,"SSB/CSE1L/CDK1/XPOT/RANBP1/NDC1/KPNA2/NUP107/AGFG1/NUP37/NUP155/ECT2",12
"GO:0051169","nuclear transport","12/212","299/18842",0.040133779264214,3.5669842872468,4.77289942678247,0.000152803658305353,0.00628311546038793,0.00628311546038793,"SSB/CSE1L/CDK1/XPOT/RANBP1/NDC1/KPNA2/NUP107/AGFG1/NUP37/NUP155/ECT2",12
"GO:0009113","purine nucleobase biosynthetic process","3/212","10/18842",0.3,26.6632075471698,8.65916851160019,0.000158981302592674,0.00644696592582705,0.00644696592582705,"HPRT1/PPAT/PAICS",3
"GO:0060623","regulation of chromosome condensation","3/212","10/18842",0.3,26.6632075471698,8.65916851160019,0.000158981302592674,0.00644696592582705,0.00644696592582705,"CCNB1/NCAPG/SMC2",3
"GO:0034614","cellular response to reactive oxygen species","8/212","138/18842",0.0579710144927536,5.15231063713426,5.22246586471175,0.000170909698213056,0.00688321250337512,0.00688321250337512,"PCNA/CDK1/HDAC2/FBLN5/PDCD10/PPIF/PAWR/ECT2",8
"GO:0016447","somatic recombination of immunoglobulin gene segments","5/212","47/18842",0.106382978723404,9.45503813729426,6.19094310160734,0.000179649555469191,0.00718598221876763,0.00718598221876763,"HSPD1/MSH6/MSH2/PRKDC/SMC2",5
"GO:0045739","positive regulation of DNA repair","8/212","140/18842",0.0571428571428571,5.07870619946092,5.16720738599816,0.000188694413742689,0.00749677805950683,0.00749677805950683,"PCNA/RAD51AP1/H2AX/SKP2/ACTL6A/FOXM1/PRKDC/UBE2V2",8
"GO:0019985","translesion synthesis","4/212","26/18842",0.153846153846154,13.6734397677794,6.89812412359271,0.000191770135934034,0.00751738932861414,0.00751738932861414,"DTL/PCNA/USP1/PCLAF",4
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","4/212","26/18842",0.153846153846154,13.6734397677794,6.89812412359271,0.000191770135934034,0.00751738932861414,0.00751738932861414,"NDC80/KIF2C/BIRC5/CDK1",4
"GO:0006188","IMP biosynthetic process","3/212","11/18842",0.272727272727273,24.2392795883362,8.22424026843676,0.000216787061096581,0.00833142430880978,0.00833142430880979,"HPRT1/PPAT/PAICS",3
"GO:0033313","meiotic cell cycle checkpoint signaling","3/212","11/18842",0.272727272727273,24.2392795883362,8.22424026843676,0.000216787061096581,0.00833142430880978,0.00833142430880979,"TRIP13/TTK/ZWINT",3
"GO:2000105","positive regulation of DNA-templated DNA replication","3/212","11/18842",0.272727272727273,24.2392795883362,8.22424026843676,0.000216787061096581,0.00833142430880978,0.00833142430880979,"SSBP1/DBF4/CDC7",3
"GO:0006760","folic acid-containing compound metabolic process","4/212","27/18842",0.148148148148148,13.1670160726764,6.74881200054741,0.000223147597915097,0.00846521210155336,0.00846521210155336,"TYMS/FOLR1/GGH/MTHFD2",4
"GO:0090592","DNA synthesis involved in DNA replication","4/212","27/18842",0.148148148148148,13.1670160726764,6.74881200054741,0.000223147597915097,0.00846521210155336,0.00846521210155336,"DTL/PCNA/USP1/PCLAF",4
"GO:0031099","regeneration","8/212","145/18842",0.0551724137931034,4.90357839947951,5.0335503951519,0.000239898759187363,0.00904233784629291,0.00904233784629291,"PCNA/AURKA/CCNA2/FOLR1/CAPN3/SLC7A5/CCNB1/RTCA",8
"GO:0034502","protein localization to chromosome","7/212","112/18842",0.0625,5.55483490566038,5.15734566699181,0.00027593193523386,0.0103342661093955,0.0103342661093955,"TTK/H2AX/CENPA/CDK1/TOPBP1/VRK1/HLTF",7
"GO:0006167","AMP biosynthetic process","3/212","12/18842",0.25,22.2193396226415,7.84351632325499,0.000286654402675522,0.0104044931341486,0.0104044931341486,"HPRT1/PPAT/PAICS",3
"GO:0006177","GMP biosynthetic process","3/212","12/18842",0.25,22.2193396226415,7.84351632325499,0.000286654402675522,0.0104044931341486,0.0104044931341486,"HPRT1/PPAT/PAICS",3
"GO:0033262","regulation of nuclear cell cycle DNA replication","3/212","12/18842",0.25,22.2193396226415,7.84351632325499,0.000286654402675522,0.0104044931341486,0.0104044931341486,"GMNN/DBF4/CDC7",3
"GO:0043129","surfactant homeostasis","3/212","12/18842",0.25,22.2193396226415,7.84351632325499,0.000286654402675522,0.0104044931341486,0.0104044931341486,"SFTPD/ADGRF5/CTSH",3
"GO:0051443","positive regulation of ubiquitin-protein transferase activity","3/212","12/18842",0.25,22.2193396226415,7.84351632325499,0.000286654402675522,0.0104044931341486,0.0104044931341486,"UBE2S/UBE2C/CDC20",3
"GO:0070828","heterochromatin organization","10/212","233/18842",0.0429184549356223,3.81447890517451,4.61134821629927,0.000319097716743966,0.0115110096592302,0.0115110096592302,"H2AX/CENPA/HELLS/CBX3/CDK1/EZH2/HDAC2/HAT1/LMNB1/OIP5",10
"GO:0006282","regulation of DNA repair","10/212","234/18842",0.0427350427350427,3.79817771327205,4.59459093128109,0.000330128857538857,0.0118363273312712,0.0118363273312712,"PCNA/RAD51AP1/DEK/H2AX/SKP2/ACTL6A/USP1/FOXM1/PRKDC/UBE2V2",10
"GO:0016445","somatic diversification of immunoglobulins","5/212","54/18842",0.0925925925925926,8.22938504542278,5.67507281703631,0.000347515639662114,0.0123841937043226,0.0123841937043226,"HSPD1/MSH6/MSH2/PRKDC/SMC2",5
"GO:0007100","mitotic centrosome separation","3/212","13/18842",0.230769230769231,20.5101596516691,7.50641116830207,0.000369564637463082,0.0130906028209815,0.0130906028209815,"AURKA/KIF11/NEK2",3
"GO:0043085","positive regulation of catalytic activity","11/212","285/18842",0.0385964912280702,3.43035418735518,4.41013205512693,0.000400084464509092,0.0140868062952902,0.0140868062952902,"SSBP1/UBE2S/TPX2/RFC5/ZC3H15/EZH2/UBE2C/RFC4/PDCD10/CDC20/ECT2",11
"GO:1901976","regulation of cell cycle checkpoint","5/212","56/18842",0.0892857142857143,7.93547843665768,5.54455579428996,0.000412179531609669,0.0144262836063384,0.0144262836063384,"NDC80/ZWINT/BIRC5/MAD2L1/CCNB1",5
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","4/212","32/18842",0.125,11.1096698113208,6.10563784558482,0.000437553755499264,0.0151342122490334,0.0151342122490334,"NDC80/BIRC5/MAD2L1/CCNB1",4
"GO:1903504","regulation of mitotic spindle checkpoint","4/212","32/18842",0.125,11.1096698113208,6.10563784558482,0.000437553755499264,0.0151342122490334,0.0151342122490334,"NDC80/BIRC5/MAD2L1/CCNB1",4
"GO:0051653","spindle localization","5/212","57/18842",0.087719298245614,7.79625951671632,5.48169995081105,0.00044772380441996,0.0153954150291776,0.0153954150291776,"NDC80/GPSM2/CENPA/ASPM/NUSAP1",5
"GO:0002520","immune system development","7/212","122/18842",0.0573770491803279,5.09952056913084,4.84588987904272,0.000464224310197676,0.015854309894977,0.015854309894977,"TCF21/HSPD1/MSH6/MSH2/PRKDC/HMGB2/SMC2",7
"GO:0070601","centromeric sister chromatid cohesion","3/212","14/18842",0.214285714285714,19.0451482479784,7.20503102331237,0.000466461838746774,0.015854309894977,0.015854309894977,"BUB1B/NAA50/BUB1",3
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","4/212","33/18842",0.121212121212121,10.7730131503716,5.99399087784756,0.000493549507214883,0.0165832634424201,0.0165832634424201,"DTL/DONSON/CDK1/TOPBP1",4
"GO:0051382","kinetochore assembly","4/212","33/18842",0.121212121212121,10.7730131503716,5.99399087784756,0.000493549507214883,0.0165832634424201,0.0165832634424201,"DLGAP5/CENPA/CENPF/OIP5",4
"GO:0009112","nucleobase metabolic process","4/212","34/18842",0.117647058823529,10.4561598224195,5.88703248187241,0.000554463679974119,0.0182136672527811,0.0182136672527811,"HPRT1/PPAT/TYMS/PAICS",4
"GO:0040001","establishment of mitotic spindle localization","4/212","34/18842",0.117647058823529,10.4561598224195,5.88703248187241,0.000554463679974119,0.0182136672527811,0.0182136672527811,"NDC80/GPSM2/CENPA/NUSAP1",4
"GO:0042558","pteridine-containing compound metabolic process","4/212","34/18842",0.117647058823529,10.4561598224195,5.88703248187241,0.000554463679974119,0.0182136672527811,0.0182136672527811,"TYMS/FOLR1/GGH/MTHFD2",4
"GO:0051383","kinetochore organization","4/212","34/18842",0.117647058823529,10.4561598224195,5.88703248187241,0.000554463679974119,0.0182136672527811,0.0182136672527811,"DLGAP5/CENPA/CENPF/OIP5",4
"GO:0070301","cellular response to hydrogen peroxide","5/212","60/18842",0.0833333333333333,7.4064465408805,5.30194711365826,0.0005682924062496,0.0185642186041536,0.0185642186041536,"PCNA/CDK1/HDAC2/PPIF/ECT2",5
"GO:0000212","meiotic spindle organization","3/212","15/18842",0.2,17.7754716981132,6.93335259347887,0.00057825369958265,0.0185799549374097,0.0185799549374097,"NDC80/AURKA/TUBG1",3
"GO:0033151","V(D)J recombination","3/212","15/18842",0.2,17.7754716981132,6.93335259347887,0.00057825369958265,0.0185799549374097,0.0185799549374097,"PRKDC/HMGB2/SMC2",3
"GO:0051299","centrosome separation","3/212","15/18842",0.2,17.7754716981132,6.93335259347887,0.00057825369958265,0.0185799549374097,0.0185799549374097,"AURKA/KIF11/NEK2",3
